1212,0000;3,0000;2,0000;40,0000;0,0000;0,0000;0,0000;4,0000;1,0000;2,0000;1,0000;2,0000;0,0000;2,0000;0,0000;1,0000;0,0000;0,0000;1,0000;1,0000;1,0000;0,0000;1,0000;2,0000;0,0000;6,0000;0,0000;1,0000;3,0000;13,0000;4,0000;1,0000;8,0000;2,0000;5,0000;1,0000
0,0000;1125,0000;0,0000;6,0000;1,0000;35,0000;2,0000;19,0000;12,0000;5,0000;17,0000;7,0000;0,0000;1,0000;1,0000;0,0000;1,0000;0,0000;0,0000;47,0000;2,0000;3,0000;2,0000;3,0000;5,0000;2,0000;0,0000;1,0000;2,0000;2,0000;1,0000;0,0000;12,0000;3,0000;1,0000;2,0000
4,0000;1,0000;1179,0000;3,0000;2,0000;1,0000;1,0000;0,0000;0,0000;5,0000;5,0000;4,0000;2,0000;1,0000;3,0000;2,0000;2,0000;16,0000;34,0000;6,0000;6,0000;0,0000;0,0000;1,0000;0,0000;0,0000;15,0000;5,0000;6,0000;5,0000;0,0000;1,0000;1,0000;8,0000;1,0000;0,0000
6,0000;4,0000;10,0000;1196,0000;0,0000;5,0000;2,0000;1,0000;0,0000;5,0000;2,0000;6,0000;1,0000;1,0000;0,0000;3,0000;0,0000;5,0000;5,0000;1,0000;2,0000;1,0000;4,0000;2,0000;1,0000;1,0000;12,0000;6,0000;2,0000;6,0000;6,0000;0,0000;8,0000;14,0000;0,0000;2,0000
4,0000;1,0000;1,0000;3,0000;1198,0000;3,0000;1,0000;2,0000;2,0000;16,0000;5,0000;4,0000;1,0000;1,0000;2,0000;5,0000;0,0000;0,0000;3,0000;4,0000;0,0000;2,0000;1,0000;1,0000;0,0000;5,0000;5,0000;4,0000;8,0000;0,0000;1,0000;2,0000;4,0000;19,0000;3,0000;9,0000
2,0000;4,0000;5,0000;7,0000;1,0000;1124,0000;3,0000;23,0000;2,0000;16,0000;1,0000;9,0000;12,0000;6,0000;1,0000;2,0000;4,0000;5,0000;3,0000;22,0000;5,0000;5,0000;9,0000;6,0000;4,0000;2,0000;0,0000;2,0000;5,0000;6,0000;2,0000;0,0000;7,0000;11,0000;3,0000;1,0000
4,0000;0,0000;1,0000;0,0000;0,0000;0,0000;1026,0000;1,0000;2,0000;14,0000;0,0000;6,0000;1,0000;2,0000;19,0000;7,0000;132,0000;1,0000;4,0000;2,0000;1,0000;4,0000;5,0000;0,0000;1,0000;1,0000;1,0000;3,0000;3,0000;6,0000;2,0000;2,0000;4,0000;27,0000;1,0000;37,0000
8,0000;47,0000;3,0000;3,0000;2,0000;2,0000;1,0000;1071,0000;41,0000;17,0000;4,0000;45,0000;2,0000;7,0000;1,0000;2,0000;1,0000;1,0000;3,0000;2,0000;0,0000;5,0000;2,0000;0,0000;4,0000;4,0000;5,0000;2,0000;2,0000;5,0000;3,0000;1,0000;9,0000;14,0000;1,0000;0,0000
3,0000;1,0000;4,0000;2,0000;1,0000;5,0000;0,0000;31,0000;606,0000;63,0000;0,0000;437,0000;12,0000;14,0000;2,0000;2,0000;5,0000;8,0000;3,0000;3,0000;6,0000;2,0000;3,0000;11,0000;5,0000;11,0000;6,0000;12,0000;1,0000;11,0000;2,0000;4,0000;4,0000;37,0000;2,0000;1,0000
1,0000;0,0000;1,0000;0,0000;1,0000;3,0000;1,0000;4,0000;47,0000;980,0000;2,0000;139,0000;6,0000;2,0000;2,0000;1,0000;2,0000;3,0000;2,0000;5,0000;1,0000;11,0000;1,0000;4,0000;11,0000;4,0000;0,0000;16,0000;8,0000;7,0000;1,0000;2,0000;3,0000;48,0000;0,0000;1,0000
2,0000;2,0000;3,0000;4,0000;2,0000;2,0000;0,0000;2,0000;5,0000;10,0000;1212,0000;7,0000;0,0000;2,0000;2,0000;1,0000;0,0000;2,0000;2,0000;4,0000;0,0000;2,0000;3,0000;3,0000;3,0000;3,0000;3,0000;7,0000;7,0000;9,0000;1,0000;1,0000;2,0000;9,0000;1,0000;2,0000
2,0000;2,0000;4,0000;4,0000;1,0000;7,0000;1,0000;25,0000;431,0000;53,0000;11,0000;573,0000;30,0000;16,0000;2,0000;1,0000;1,0000;21,0000;3,0000;2,0000;15,0000;4,0000;1,0000;10,0000;19,0000;9,0000;5,0000;13,0000;7,0000;9,0000;5,0000;1,0000;1,0000;24,0000;4,0000;3,0000
2,0000;1,0000;1,0000;1,0000;1,0000;4,0000;5,0000;3,0000;33,0000;5,0000;1,0000;77,0000;833,0000;243,0000;2,0000;2,0000;1,0000;17,0000;1,0000;3,0000;8,0000;1,0000;9,0000;9,0000;3,0000;2,0000;0,0000;5,0000;4,0000;5,0000;3,0000;0,0000;0,0000;27,0000;4,0000;4,0000
2,0000;2,0000;2,0000;2,0000;2,0000;3,0000;2,0000;12,0000;31,0000;10,0000;6,0000;97,0000;108,0000;938,0000;5,0000;7,0000;1,0000;20,0000;2,0000;1,0000;5,0000;1,0000;6,0000;4,0000;1,0000;2,0000;9,0000;3,0000;4,0000;5,0000;0,0000;1,0000;2,0000;22,0000;1,0000;1,0000
1,0000;2,0000;3,0000;4,0000;3,0000;0,0000;10,0000;5,0000;3,0000;8,0000;4,0000;5,0000;2,0000;4,0000;1026,0000;5,0000;2,0000;0,0000;4,0000;3,0000;5,0000;2,0000;4,0000;3,0000;0,0000;1,0000;169,0000;11,0000;6,0000;4,0000;1,0000;4,0000;4,0000;11,0000;1,0000;0,0000
4,0000;2,0000;2,0000;4,0000;4,0000;2,0000;2,0000;2,0000;5,0000;10,0000;2,0000;4,0000;2,0000;3,0000;29,0000;1135,0000;14,0000;2,0000;2,0000;3,0000;4,0000;1,0000;8,0000;5,0000;4,0000;4,0000;20,0000;7,0000;7,0000;5,0000;2,0000;0,0000;0,0000;13,0000;1,0000;6,0000
1,0000;1,0000;2,0000;7,0000;1,0000;1,0000;99,0000;1,0000;1,0000;15,0000;1,0000;1,0000;5,0000;5,0000;32,0000;12,0000;1060,0000;1,0000;3,0000;1,0000;2,0000;2,0000;0,0000;3,0000;1,0000;2,0000;7,0000;6,0000;7,0000;2,0000;7,0000;3,0000;1,0000;15,0000;1,0000;11,0000
0,0000;2,0000;5,0000;16,0000;0,0000;9,0000;2,0000;4,0000;17,0000;23,0000;1,0000;87,0000;69,0000;61,0000;0,0000;2,0000;1,0000;918,0000;4,0000;9,0000;3,0000;0,0000;6,0000;7,0000;1,0000;4,0000;2,0000;21,0000;6,0000;6,0000;0,0000;2,0000;4,0000;23,0000;4,0000;1,0000
0,0000;2,0000;7,0000;2,0000;2,0000;0,0000;3,0000;5,0000;2,0000;11,0000;2,0000;5,0000;1,0000;4,0000;2,0000;1,0000;1,0000;4,0000;1195,0000;3,0000;2,0000;2,0000;1,0000;0,0000;3,0000;2,0000;2,0000;8,0000;3,0000;8,0000;2,0000;14,0000;2,0000;15,0000;0,0000;4,0000
3,0000;3,0000;2,0000;13,0000;0,0000;9,0000;1,0000;7,0000;4,0000;13,0000;1,0000;2,0000;5,0000;6,0000;5,0000;2,0000;2,0000;2,0000;1,0000;1163,0000;3,0000;2,0000;5,0000;4,0000;5,0000;3,0000;3,0000;8,0000;3,0000;9,0000;2,0000;3,0000;2,0000;18,0000;2,0000;4,0000
2,0000;1,0000;5,0000;7,0000;2,0000;1,0000;1,0000;1,0000;4,0000;13,0000;10,0000;5,0000;3,0000;1,0000;3,0000;4,0000;5,0000;4,0000;1,0000;5,0000;1151,0000;7,0000;3,0000;1,0000;1,0000;18,0000;15,0000;4,0000;8,0000;5,0000;4,0000;0,0000;3,0000;19,0000;0,0000;3,0000
5,0000;1,0000;3,0000;1,0000;3,0000;2,0000;1,0000;1,0000;5,0000;11,0000;5,0000;12,0000;4,0000;1,0000;2,0000;3,0000;3,0000;2,0000;1,0000;2,0000;2,0000;1160,0000;5,0000;3,0000;36,0000;2,0000;2,0000;4,0000;6,0000;5,0000;2,0000;1,0000;4,0000;14,0000;2,0000;4,0000
4,0000;1,0000;3,0000;5,0000;2,0000;2,0000;1,0000;3,0000;25,0000;13,0000;7,0000;6,0000;3,0000;4,0000;1,0000;2,0000;2,0000;3,0000;1,0000;0,0000;3,0000;1,0000;1191,0000;5,0000;1,0000;2,0000;1,0000;4,0000;2,0000;3,0000;1,0000;1,0000;2,0000;12,0000;1,0000;2,0000
5,0000;3,0000;3,0000;2,0000;0,0000;0,0000;0,0000;3,0000;1,0000;15,0000;3,0000;8,0000;3,0000;3,0000;2,0000;1,0000;3,0000;5,0000;3,0000;2,0000;0,0000;0,0000;1,0000;1212,0000;2,0000;3,0000;0,0000;11,0000;4,0000;2,0000;1,0000;0,0000;2,0000;16,0000;1,0000;0,0000
2,0000;2,0000;3,0000;3,0000;2,0000;1,0000;2,0000;3,0000;3,0000;16,0000;2,0000;5,0000;2,0000;2,0000;3,0000;4,0000;3,0000;1,0000;2,0000;0,0000;2,0000;33,0000;5,0000;6,0000;1174,0000;4,0000;2,0000;4,0000;3,0000;5,0000;1,0000;0,0000;1,0000;18,0000;1,0000;0,0000
4,0000;2,0000;8,0000;3,0000;1,0000;1,0000;0,0000;1,0000;2,0000;6,0000;3,0000;5,0000;1,0000;1,0000;3,0000;2,0000;2,0000;1,0000;2,0000;2,0000;3,0000;3,0000;3,0000;5,0000;1,0000;1188,0000;1,0000;23,0000;13,0000;2,0000;2,0000;3,0000;4,0000;18,0000;0,0000;1,0000
0,0000;1,0000;1,0000;9,0000;1,0000;0,0000;22,0000;2,0000;1,0000;2,0000;0,0000;0,0000;0,0000;2,0000;396,0000;3,0000;0,0000;1,0000;9,0000;2,0000;1,0000;2,0000;3,0000;1,0000;1,0000;0,0000;854,0000;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2,0000;1,0000
0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;3,0000;0,0000;10,0000;0,0000;1242,0000;10,0000;1,0000;0,0000;0,0000;0,0000;36,0000;0,0000;0,0000
2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,0000;0,0000;2,0000;3,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5,0000;12,0000;0,0000;0,0000;2,0000;0,0000;13,0000;0,0000;35,0000;1234,0000;0,0000;0,0000;0,0000;0,0000;9,0000;0,0000;0,0000
1,0000;0,0000;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;19,0000;0,0000;0,0000;1,0000;1,0000;4,0000;0,0000;0,0000;0,0000;17,0000;2,0000;0,0000;0,0000;0,0000;6,0000;2,0000;0,0000;1,0000;1,0000;17,0000;1221,0000;2,0000;8,0000;0,0000;14,0000;1,0000;0,0000
0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2,0000;2,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;4,0000;3,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1306,0000;0,0000;0,0000;1,0000;0,0000;1,0000
1,0000;1,0000;55,0000;0,0000;0,0000;0,0000;1,0000;0,0000;4,0000;1,0000;0,0000;2,0000;0,0000;0,0000;3,0000;0,0000;1,0000;17,0000;36,0000;30,0000;2,0000;0,0000;0,0000;1,0000;0,0000;1,0000;0,0000;0,0000;3,0000;0,0000;0,0000;1157,0000;3,0000;1,0000;0,0000;0,0000
0,0000;21,0000;0,0000;0,0000;1,0000;1,0000;0,0000;5,0000;0,0000;0,0000;20,0000;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;1,0000;8,0000;0,0000;1,0000;2,0000;0,0000;0,0000;3,0000;0,0000;0,0000;2,0000;0,0000;0,0000;0,0000;1,0000;1250,0000;0,0000;1,0000;1,0000
0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,0000;16,0000;28,0000;0,0000;17,0000;1,0000;0,0000;1,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;3,0000;0,0000;17,0000;4,0000;0,0000;0,0000;0,0000;0,0000;1228,0000;0,0000;0,0000
